empresa,parque,municipio,giro,estrato_personal_denue,fuente,source_url,source_date
Cruz Azul,Colinas de León,León (Gto),,,"Dirección de Atracción de Inversiones, Municipio de León",https://investment.leon.gob.mx/es/colinas-de-leon.php,2026-08-26
Oshkosh,Colinas de León,León (Gto),,,"Dirección de Atracción de Inversiones, Municipio de León",https://investment.leon.gob.mx/es/colinas-de-leon.php,2026-08-26
Donaldson,Colinas de León,León (Gto),,,"Dirección de Atracción de Inversiones, Municipio de León",https://investment.leon.gob.mx/es/colinas-de-leon.php,2026-08-26
ASHIMORI INDUSTRIA DE MEXICO,Guanajuato Puerto Interior,Silao de la Victoria (Gto),Confección de productos de textiles recubiertos y de materiales sucedáneos,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
FI AVOCADO,Castro del Río,Irapuato (Gto),Congelación de frutas y verduras,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
NESTLE PURINA LEON,Guanajuato Puerto Interior,Silao de la Victoria (Gto),Elaboración de alimentos para animales,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
PROVEEDURIA INTERNACIONAL DE LEON,Guanajuato Puerto Interior,Silao de la Victoria (Gto),Fabricación de calzado con corte de piel y cuero,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
SCHREIBER MEXICO,Guanajuato Puerto Interior,Silao de la Victoria (Gto),Elaboración de derivados y fermentos lácteos,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
TAEKNOCUERO,Guanajuato Puerto Interior,Silao de la Victoria (Gto),Curtido y acabado de cuero y piel,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
ALTOPRO,Castro del Río,Irapuato (Gto),Fabricación de autopartes de plástico con y sin reforzamiento,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
AMERICAN INDUSTRIES DEL CENTRO PLANTA GROUND EFFECTS,Guanajuato Puerto Interior,Silao de la Victoria (Gto),Fabricación de autopartes de plástico con y sin reforzamiento,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
BEIERSDORF MANUFACTURING MEXICO,Guanajuato Puerto Interior,Silao de la Victoria (Gto),"Fabricación de cosméticos, perfumes y otras preparaciones de tocador",251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
BIO PAPPEL,Guanajuato Puerto Interior,Silao de la Victoria (Gto),Fabricación de papel en plantas integradas,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
BODEGAS WEBASTO,Castro del Río,Irapuato (Gto),Fabricación de autopartes de plástico con y sin reforzamiento,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
BOS AUTOMOTIVE PRODUCTS IRAPUATO,Castro del Río,Irapuato (Gto),Fabricación de autopartes de plástico con y sin reforzamiento,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
CIKAUTXO MEXICO,Colinas de León,León (Gto),Fabricación de otros productos de hule,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
FABRICA DE PLASTICO INYECTADO SUMMIT PLASTIC,Colinas de León,León (Gto),Fabricación de autopartes de plástico con y sin reforzamiento,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
FABRICACION DE PARTES AUTOMOTRICES ROECHLING,Guanajuato Puerto Interior,León (Gto),Fabricación de autopartes de plástico con y sin reforzamiento,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
FUJI SEAL PACKAGING DE MEXICO,Castro del Río,Irapuato (Gto),Impresión de formas continuas y otros impresos,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
GUALA DISPENSING MEXICO,Guanajuato Puerto Interior,Silao de la Victoria (Gto),Fabricación de envases y contenedores de plástico para embalaje con y sin reforz,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
IK PLASTIC COMPOUND MEXICO,Guanajuato Puerto Interior,Silao de la Victoria (Gto),Fabricación de resinas sintéticas,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
INTERNATIONAL PAPER SILAO DE LA VICTORIA,FIPASI,Silao de la Victoria (Gto),Fabricación de envases de cartón,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
KB COMPONENTS MEXICO,Castro del Río,Irapuato (Gto),Fabricación de envases y contenedores de plástico para embalaje con y sin reforz,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
KINUGAWA MEXICO,Castro del Río,Irapuato (Gto),Fabricación de otros productos de hule,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
MANUFACTURA DE CONTENEDORES DE PLASTICO ORBIS,Guanajuato Puerto Interior,Silao de la Victoria (Gto),Fabricación de envases y contenedores de plástico para embalaje con y sin reforz,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
MOLTEN AUTOMOTIVE DE MEXICO,Castro del Río,Irapuato (Gto),Fabricación de autopartes de plástico con y sin reforzamiento,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
MORIROKU TECHNOLOGY DE MEXICO,Guanajuato Puerto Interior,Silao de la Victoria (Gto),Fabricación de autopartes de plástico con y sin reforzamiento,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
NAPS GUANAJUATO SHAWMUT,Guanajuato Puerto Interior,Silao de la Victoria (Gto),Fabricación de autopartes de plástico con y sin reforzamiento,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
NIFCO CENTRAL MEXICO,Castro del Río,Irapuato (Gto),Fabricación de autopartes de plástico con y sin reforzamiento,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
NOVATEC LEON,Colinas de León,León (Gto),Fabricación de autopartes de plástico con y sin reforzamiento,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
NPAMX,Guanajuato Puerto Interior,Silao de la Victoria (Gto),Fabricación de pinturas y recubrimientos,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
PIRELLI NEUMATICOS,Guanajuato Puerto Interior,Silao de la Victoria (Gto),Fabricación de llantas y cámaras,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26
