nombre_unidad,razon_social,scian_codigo,scian_descripcion,estrato_personal,municipio,estado,colonia,telefono,www,source_url,source_date,exclusion_anexo_a
COVEMEX,COVEMEX,311411,Congelación de frutas y verduras,251 y más personas,Apaseo el Grande,Guanajuato,RANCHO NUEVO,,WWW.COVEMEX.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
CUANDA,CUANDA,311340,"Elaboración de dulces, chicles y productos de confitería que no sean de chocolate",251 y más personas,Santa Cruz de Juventino Rosas,Guanajuato,SAN ANTONIO DE ROMERILLO,,WWW.CUANDA.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
CUERO CENTRO,CUERO CENTRO,316110,Curtido y acabado de cuero y piel,251 y más personas,León,Guanajuato,MONTE DE CRISTO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
CUEROMEX WET BLUE,CUEROMEX WET BLUE,316110,Curtido y acabado de cuero y piel,101 a 250 personas,León,Guanajuato,INDUSTRIAL SAN CRISPIN,,WWW.CUEROMEX.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
CURFIMEX,CURFIMEX,316110,Curtido y acabado de cuero y piel,101 a 250 personas,León,Guanajuato,PARQUE INDUSTRIAL ECOLÓGICO DE LEÓN,,WWW.CURFIMEX.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
CURFIMEX,CURFIMEX,316110,Curtido y acabado de cuero y piel,101 a 250 personas,León,Guanajuato,PARQUE INDUSTRIAL ECOLÓGICO DE LEÓN,4771204073,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
CURTIDOS Y ACABADOS KODIAK,CURTIDOS Y ACABADOS KODIAK,316110,Curtido y acabado de cuero y piel,101 a 250 personas,León,Guanajuato,INDUSTRIAL SANTA CROCCE,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
CYM DEL BAJIO,CYM DEL BAJIO,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,POLÍGONO INDUSTRIAL MILENIO,4779147864,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
DELTA EXPENDIO SANTA ANA 1,INDUSTRIALIZADORA DE PORCINOS DELTA,311611,"Matanza de ganado, aves y otros animales comestibles",101 a 250 personas,Pénjamo,Guanajuato,SANTA ANA PACUECO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
DEPORTIVOS LASER,,316212,Fabricación de calzado con corte de tela,101 a 250 personas,Purísima del Rincón,Guanajuato,MONTE GRANDE,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
DERIVADOS DE LECHE LA ESMERALDA,DERIVADOS DE LECHE LA ESMERALDA,311513,Elaboración de derivados y fermentos lácteos,251 y más personas,San Miguel de Allende,Guanajuato,DE LA ESTACIÓN,4425952101,WWW.LAESMERALDA,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
DOONEY & BOURKE MEXICANA,DOONEY & BOURKE MEXICANA,316991,"Fabricación de bolsos de mano, maletas y similares",251 y más personas,León,Guanajuato,POMPA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
EDP PLANTA IRAPUATO DANONE,DANONE DE MEXICO,311513,Elaboración de derivados y fermentos lácteos,251 y más personas,Irapuato,Guanajuato,CIUDAD INDUSTRIAL,,WWW.GRUPODANONE.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
EKZOTIKART,EKZOTIKART,316999,"Fabricación de otros productos de cuero, piel y materiales sucedáneos",101 a 250 personas,León,Guanajuato,CIUDAD INDUSTRIAL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ELABORACION DE TORTILLAS,PANIFICADORA DON BIZCOCHO,311813,Elaboración de tortillas de harina de trigo de forma tradicional,101 a 250 personas,Dolores Hidalgo Cuna de la Independencia Nacional,Guanajuato,GRANJAS DE LOMA ALTA,,WWW.DONBIZCOCHO.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
EMPACADORA CELAYA,EMPACADORA CELAYA,311613,"Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles",251 y más personas,Celaya,Guanajuato,CIUDAD INDUSTRIAL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ENVASADORA DE AGUAS EN MEXICO IRAPUATO PLANTA,ENVASADORA DE AGUAS EN MEXICO,312112,Purificación y embotellado de agua,101 a 250 personas,Irapuato,Guanajuato,PLAN GUANAJUATO,,WWW.BONAFONT.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ENVASADORA DE AGUAS EN MEXICO LEON GUANAJUATO PLANTA,ENVASADORA DE AGUAS EN MEXICO,312112,Purificación y embotellado de agua,251 y más personas,León,Guanajuato,DEL PREDIO LOS NARANJOS,,WWW.BONAFONT.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ESPECIALISTAS DE BOTAS ROPER,ESPECIALISTAS EN BOTAS ROPER,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,DESARROLLO BALEARES,,WWW.ANGUSBOOTS.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ESPECIALISTAS EN TENDENCIAS,ESPECIALISTAS EN TENDENCIAS,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,SAN MIGUEL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
EUROAMERICANA,EUROAMERICANA,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,JULIAN DE OBREGON,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
EUROAMERICANA DE CALZADO,EUROAMERICANA DE CALZADO,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,INDUSTRIAL JULIAN DE OBREGÓN,,WWW.EUROAMERICANA.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
EVA GREEN,EVA GREEN,316214,Fabricación de calzado de hule,101 a 250 personas,León,Guanajuato,INDUSTRIAL LA POMPA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
EVA MUNDO,EVA MUNDO,316212,Fabricación de calzado con corte de tela,101 a 250 personas,León,Guanajuato,INDUSTRIAL LA POMPA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
EXPOR SAN ANTONIO,EXPOR SAN ANTONIO,311411,Congelación de frutas y verduras,251 y más personas,Villagrán,Guanajuato,FRACCION LOS ORGANOS,,WWW.ESA.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE ALTA CALIDAD,FABRICA DE ALTA CALIDAD,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,INDUSTRIAL DELTA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE BOTA RIO GRANDE,MANUFACTURERA MURO,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,INDUSTRIAL DELTA,,WWW.RIOGRANDE.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE BOTA VAQUERA LONGVIEW MANUFACTURING,LONGVIEW FACTURING,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,PRO. FRACCIONES DE SANTA JULIA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE BOTAS VAQUERAS ARANGO,,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,INDUSTRIAL JULIAN DE OBREGÓN,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE BOTAS VAQUERAS BRACCIANO COLEZIONE,PRODUCTORA CENTRO CALZA,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,CIRCUITO PASEO DELAS MAGNOLIAS,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE BOTAS VAQUERAS FORMIGUER,FORMIGUER,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,INDUSTRIAL JULIAN DE OBREGÓN,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE CALZADO BANAM ESTILOS,BANNAM ESTILOS,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,PEÑITAS,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE CALZADO BLACK DIVA,MEDUSSA MANUFACTURING FASHION SHOES,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,LOS GAVILANES,4777631506,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE CALZADO CASUAL BIK LOVO,,316213,Fabricación de calzado de plástico,101 a 250 personas,San Francisco del Rincón,Guanajuato,CUAUHTEMOC,4761247351,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE CALZADO COLOSO,COMERCIALIZADORA COLOSO,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,INDUSTRIAL JULIAN DE OBREGÓN,,WWW.COLOSO.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE CALZADO GARCIS,FABRICA DE CALZADO GARCIS,316212,Fabricación de calzado con corte de tela,101 a 250 personas,San Francisco del Rincón,Guanajuato,SANTA ANITA,,WWW.GARCIS.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE CALZADO HISPANA,ADN CONFORT,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,SAN MIGUEL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE CALZADO HISPANA,ADN CONFORT,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,SAN MIGUEL,4773128871,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE CALZADO LA PUERTA TURQUESA,LA PUERTA TURQUESA,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,GRANJAS CERES,,WWW.LANEBOOTS.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE CALZADO LADY FLORES,LADY FLORES,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,PRO. CERRITO AMARILLO,4771983064,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE CALZADO MARISCAL,MANUFACTURERA DE CALZADO PAULSACC,316213,Fabricación de calzado de plástico,101 a 250 personas,León,Guanajuato,INDUSTRIAL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE CALZADO MG,CALZADO MG,316213,Fabricación de calzado de plástico,101 a 250 personas,León,Guanajuato,SAN MIGUEL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE CALZADO NORO,INNOVACION INDUSTRIAL NORO,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,SAN PEDRO DE LOS HERNANDEZ,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE CALZADO SNAPPERS AND CO,SNAPPERS AND CO,316212,Fabricación de calzado con corte de tela,101 a 250 personas,León,Guanajuato,INDUSTRIAL JULIAN DE OBREGÓN,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE CORTES FOX,FABRICA DE CORTES FOX,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,PRO. COLINA REAL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE CORTES FOX,FABRICA DE CORTES FOX,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,FRACCIONES SAN PEDRO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE TENIS DLIVE,,316213,Fabricación de calzado de plástico,101 a 250 personas,Purísima del Rincón,Guanajuato,LOMAS DE GUANAJUATITO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FABRICA DE ZAPATO PLASTISECA,PLASTISECA,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,INDUSTRIAL JULIAN DE OBREGÓN,,WWW.SOLACONTIGO.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FI AVOCADO,FI AVOCADO,311411,Congelación de frutas y verduras,251 y más personas,Irapuato,Guanajuato,CASTRO DEL RIO,4621156590,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FITESANONWOVENS MÉXICO,FITESANONWOVENS MEXICO,313230,Fabricación de telas no tejidas (comprimidas),251 y más personas,San José Iturbide,Guanajuato,NINGUNO,,WWW.FITESA.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FRABRCA DE CALZADO GEROLO,GEROLO,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,PRO. FRACCIONES DE SANTA JULIA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FRANCO CUADRA,CALZADOS FINOS ITALIANOS,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,PRO. NORTE CERRITO DE JEREZ,,WWW.CUADRA.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FRIGORÍFICO Y RASTRO DE SANTA ANA,FRIGORIFICO Y RASTRO DE SANTA ANA,311611,"Matanza de ganado, aves y otros animales comestibles",101 a 250 personas,Pénjamo,Guanajuato,SAN BERNARDO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
FRUVEMEX MEXICALI,FRUVEMEX MEXICALI,311411,Congelación de frutas y verduras,101 a 250 personas,Irapuato,Guanajuato,LAZARO CARDENAS,,FRUVEMEXMEXICALI.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
GAMESA PLANTA CELAYA,SABRITAS,311820,Elaboración de galletas y pastas para sopa,251 y más personas,Celaya,Guanajuato,CIUDAD INDUSTRIAL,,WWW.PEPSICO.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
GB MANUFACTURING,GB MANUFACTURING,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,EYUPOL,4777240861,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
GENERAL MILLS,GIGANTE VERDE,311910,Elaboración de botanas,251 y más personas,Irapuato,Guanajuato,ESFUERZO OBRERO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
GILLIO,MANUFACTURERA HILMEN,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,INDUSTRIAL JULIAN DE OBREGÓN,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
GINO CHERRUTI,DISEÑOS CARLO VENUTY,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,SANTA FE,,WWW.GINOCHERRUTI.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
GROBER LEON,GROBER LEON,314992,Fabricación de redes y otros productos de cordelería,101 a 250 personas,León,Guanajuato,PRO. FRACCIONES DE SANTA JULIA,,WWW.GROBERLEON.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
GRUPO BIMBO S DE RL DE CV,GRUPO BIMBO S DE RO DE CV,311811,Panificación industrial,101 a 250 personas,Silao de la Victoria,Guanajuato,PANAM,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
GRUPO CALZADO MM,GRUPO CALZADO MM,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,SAN MIGUEL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
GRUPO COMERCIAL LATINOS,GRUPO COMERCIAL LATINOS,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,PLAZA COMERCIAL SAN MIGUEL (COMERCIO),,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
GRUPO COMERCIAL YAZBEK,GRUPO COMERCIAL YAZBEK,315229,Confección en serie de otra ropa exterior de materiales textiles,251 y más personas,San José Iturbide,Guanajuato,SAN JOSE DE ITURBIDE,,WWW.YAZBEK.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
GRUPO H GROS,GRUPO H GROS,316213,Fabricación de calzado de plástico,251 y más personas,San Francisco del Rincón,Guanajuato,EL MEZQUITILLO,4761131715,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
GRUPO INDUSTRIAL ARMADA DEL BAJIO,GRUPO INDUSTRIAL ARMADA DEL BAJIO,316214,Fabricación de calzado de hule,101 a 250 personas,León,Guanajuato,INDUSTRIAL DELTA,,WWW.CALZADOARMADA.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
GRUPO INDUSTRIAL CUADRITOS BIOTEK,GRUPO INDUSTRIAL CUADRITOS BIOTEK,311513,Elaboración de derivados y fermentos lácteos,251 y más personas,Celaya,Guanajuato,SAN JORGE DE LA CONCEPCION,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
GRUPO INDUSTRIAL ITAL MODA,GRUPO INDUSTRIAL ITAL MODA,316211,Fabricación de calzado con corte de piel y cuero,251 y más personas,León,Guanajuato,INDUSTRIAL DELTA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
GST MANUFACTURAS DE MEXICO,GST MANUFACTURAS DE MEXICO,316110,Curtido y acabado de cuero y piel,251 y más personas,León,Guanajuato,CIUDAD INDUSTRIAL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
HARINERA LOS PIRINEOS,HARINERA LOS PIRINEOS,311212,Elaboración de harina de trigo,251 y más personas,Salamanca,Guanajuato,EMILIANO ZAPATA,,WWW.HARINERAPIRINEOS.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
HARINERA PANAMERICANA,HARINERA PANAMERICANA,311213,Elaboración de harina de maíz,101 a 250 personas,Cortazar,Guanajuato,GRANJA SAN LUIS,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
HARINERA SEIS HERMANOS,HARINERA SEIS HERMANOS,311212,Elaboración de harina de trigo,101 a 250 personas,Irapuato,Guanajuato,CIUDAD INDUSTRIAL IRAPUATO,,WWW.GTRIMEX.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
HERDEZ,HERDEZ,311421,Deshidratación de frutas y verduras,101 a 250 personas,Cortazar,Guanajuato,LA FORTALEZA,,WWW.HERDEZ.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
HIDROGENADORA YUCATECA,HIDROGENADORA NACIONAL,311222,Elaboración de aceites y grasas vegetales comestibles,251 y más personas,Apaseo el Grande,Guanajuato,ANDADOR INDUSTRIAL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
INDISTRIAS MANUFACTURERAS MYR,INDUSTRIAS MANUFACTURERAS MYR,315223,Confección en serie de uniformes,251 y más personas,Irapuato,Guanajuato,UH LABORATORIO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
INDUCAL,INDUCAL,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,INDUSTRIAL DELTA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
INDUSTRIA MANUFACTURERA REGGINA ZUEE,INDUSTRIA MANUFACTURERA REGGINA ZUEE,316211,Fabricación de calzado con corte de piel y cuero,101 a 250 personas,León,Guanajuato,PEÑITAS,4778439780,WWW.REGINAZUEE.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
INDUSTRIAL SAN SEBASTIAN,INDUSTRIAL SAN SEBASTIAN,313220,Fabricación de telas angostas de tejido de trama y pasamanería,101 a 250 personas,León,Guanajuato,LOS FRESNOS,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
