no,nombre_instalacion,estado,anio_vigencia,tipo_certificado
1001,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PACHUCA, SUBESTACIÓN PARQUE INDUSTRIAL REFORMA",Hidalgo,2027,Calidad Ambiental
1002,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TULANCINGO, SUBESTACIÓN VALLE TULANCINGO",Hidalgo,2027,Calidad Ambiental
1003,CFE GENERACIÓN III EPS (CENTRAL CICLO COMBINADO EMPALME I Y II),Sonora,2027,Industria Limpia
1004,"CFE DISTRIBUCIÓN, GERENCIA SURESTE, ZONA TUXTLA, SUBESTACIONES: GRIJALVA, INDEPENDENCIA, LA GARZA, OCOZOCOAUTLA, REAL DEL BOSQUE, TUXTLA SUR, VILLAFLORES DOS, CINTALAPA, SOYALÓ Y TUXTLA NORTE",Chiapas,2027,Calidad Ambiental
1005,"CFE DISTRIBUCIÓN, GERENCIA VALLE DE MÉXICO SUR, ZONA VOLCANES, SUBESTACIÓN AGUA VIVA",México,2027,Calidad Ambiental
1006,"MERCEDES-BENZ MÉXICO, S. DE R. L. DE C. V. (EDIFICIO CORPORATIVO)",Cd. de México / Zmvm,2027,Calidad Ambiental
1007,"DHL METROPOLITAN LOGISTICS SC MÉXICO, S.A. DE C.V. (SAN LUIS POTOSÍ)",San Luis Potosi,2027,Calidad Ambiental
1008,"AUTOWELT, S.A. DE C.V. (BMW CULIACÁN)",Sinaloa,2027,Calidad Ambiental
1009,"PREMIER CHEVROLET, S.A.DE C.V.",Sinaloa,2027,Calidad Ambiental
1010,"GILL INDUSTRIES OF MÉXICO, S. DE R.L. DE C.V. PLANTA QUERÉTARO",Queretaro,2027,Industria Limpia
1011,"TELÉFONOS DE MÉXICO, S.A.B. DE C.V., TRIARA.COM",Queretaro,2027,Calidad Ambiental
1012,TRIBUNAL ELECTORAL DEL PODER JUDICIAL DE LA FEDERACIÓN (SALA REGIONAL DE LA CIUDAD DE MÉXICO),Cd. de México / Zmvm,2027,Calidad Ambiental
1013,"MAGNEKON, S.A. DE C.V. (PLANTA 2)",Nuevo León,2027,Industria Limpia
1014,"MANTENIMIENTO INTEGRAL FINSA, S.A. DE C.V. (PARQUE INDUSTRIAL FINSA MONTERREY)",Nuevo León,2027,Calidad Ambiental
1015,"RECUBRIMIENTOS INTERCERAMIC, S.A. DE C.V., PLANTA 4",Chihuahua,2027,Industria Limpia
1016,"OPERACIÓN Y MANUFACTURA INTERCERAMIC, S.A. DE C.V. PLANTA 5 Y 7",Chihuahua,2027,Industria Limpia
1017,"OPERACIÓN Y MANUFACTURA INTERCERAMIC, S.A. DE C.V. PLANTA 8 Y 9",Chihuahua,2027,Industria Limpia
1018,"CLUB NAUTICO DE TOPOLOBAMPO, A.C.",Sinaloa,2027,Calidad Ambiental Turistica
1019,"CFE TRANSMISIÓN, GERENCIA ORIENTE, ZONA CÓRDOBA, SUBESTACIONES OJO DE AGUA Y AMATLÁN DOS.",Veracruz,2027,Calidad Ambiental
1020,"GRUPO POSADAS, S.A.B. DE C.V. (HOTEL GRAND FIESTA AMERICANA CHAPULTEPEC)",Cd. de México / Zmvm,2027,Calidad Ambiental Turistica
1021,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PACHUCA (SUBESTACIÓN ATOTONILCO)",Hidalgo,2027,Calidad Ambiental
1022,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA MAZATLÁN, SUBESTACIONES VILLA UNIÓN, ROSARIO Y PIAXTLA",Sinaloa,2027,Calidad Ambiental
1023,"CFE DISTRIBUCIÓN, GERENCIA CENTRO SUR, ZONA ZIHUATANEJO, SUBESTACIÓN SAN LUIS SAN PEDRO.",Guerrero,2027,Calidad Ambiental
1024,"CFE TRANSMISIÓN GERENCIA REGIONAL DE TRANSMISIÓN VALLE DE MÉXICO, ZONA DE TRANSMISIÓN VALLE DE MÉXICO SUR, SUBESTACIÓN CULHUACÁN",Cd. de México / Zmvm,2027,Calidad Ambiental
1025,"CFE TRANSMISIÓN GERENCIA REGIONAL DE TRANSMISIÓN VALLE DE MÉXICO, ZONA DE TRANSMISIÓN VALLE DE MÉXICO SUR, SUBESTACIÓN NARVARTE",Cd. de México / Zmvm,2027,Calidad Ambiental
1026,"BEBIDAS MUNDIALES, S. DE R.L. DE C.V. PLANTA CIEL",Coahuila,2027,Industria Limpia
1027,"CFE TRANSMISIÓN, GERENCIA REGIONAL DE TRANSMISIÓN VALLE DE MÉXICO, ZONA DE TRANSMISIÓN VALLE DE MÉXICO CENTRO, SUBESTACIÓN MORALES",Cd. de México / Zmvm,2027,Calidad Ambiental
1028,"CFE DISTRIBUCIÓN, DIVISIÓN CENTRO SUR, ZONA ZIHUATANEJO, SUBESTACIONES: ZIHUATANEJO II Y TÉCPAN",Guerrero,2027,Calidad Ambiental
1029,"GORA CORPORATIVO EMPRESARIAL, S.A. DE C.V.",Tlaxcala,2027,Calidad Ambiental
1030,"LUBRICANTES FUCHS DE MÉXICO, S.A. DE C.V.",Queretaro,2027,Industria Limpia
1031,"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA ZAMORA, SUBESTACIONES LINDA VISTA Y PUERTA GRANDE",Michoacan,2027,Calidad Ambiental
1032,"PANOVO ALIMENTARIA, S. DE R.L. DE C.V.",Jalisco,2027,Industria Limpia
1033,"INDUSTRIAS FRIGUS THERME, S.A. DE C.V.",Queretaro,2027,Industria Limpia
1034,"POSEIDON SHIP S SUPPLIER, S.A. DE C.V.",Michoacan,2027,Calidad Ambiental
1035,"CFE TRANSMISIÓN, ZONA DE TRANSMISIÓN LAGUNA (SUBESTACIONES ELÉCTRICAS NAZAS, GOMEZ PALACIO Y LERDO)",Durango,2027,Calidad Ambiental
1036,"ELECTRÓNICA REYNOSA, S. DE R.L. DE C.V.",Tamaulipas,2027,Industria Limpia
1037,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA MAZATLÁN, SUBESTACIONES ESCUINAPA, AEROPUERTO, TECNOLÓGICO, MARINA, MAZATLÁN CENTRO Y DEL MAR",Sinaloa,2027,Calidad Ambiental
1038,"CFE TRANSMISIÓN, ZONA DE TRANSMISIÓN LAGUNA (SUBESTACIONES TORREÓN SUR Y ANDALUCÍA)",Coahuila,2027,Calidad Ambiental
1039,"PROPIMEX, S. DE R.L. DE C.V. (CENTRO DE DISTRIBUCIÓN IGUALA)",Guerrero,2027,Calidad Ambiental
1040,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE GENERACIÓN, CRP NOROESTE, CENTRAL HIDROELÉCTRICA 27 DE SEPTIEMBRE (EL FUERTE)",Sinaloa,2027,Industria Limpia
1041,"UNIVERSIDAD LA SALLE, A.C. UNIDAD I CONDESA, UNIDAD II CONDESA, FACULTAD MEXICANA DE MEDICINA",Cd. de México / Zmvm,2027,Calidad Ambiental
1042,"FÁBRICA NACIONAL DE LIJA, S.A. DE C.V. PLANTA II",Cd. de México / Zmvm,2027,Industria Limpia
1043,"EFFEM MÉXICO INC. Y COMPAĄÍA, S. EN N.C. DE C.V. (MARS MÉXICO PLANTA QUERÉTARO)",Queretaro,2027,Industria Limpia
1044,"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA MORELIA, SUBESTACIÓN QUINCEO",Michoacan,2027,Calidad Ambiental
1045,INSTITUTO NACIONAL DE ESTADÍSTICA Y GEOGRAFÍA (COMPLEJO SEDE DEL INEGI),Aguascalientes,2027,Calidad Ambiental
1046,"PROTEÍNA ANIMAL, S.A. DE C.V. (CEPRO CENTRO DE PROCESAMIENTO)",Jalisco,2027,Industria Limpia
1047,"MANTENIMIENTO INTEGRAL FINSA, S.A. DE C.V. (PARQUE INDUSTRIAL FINSA AGUASCALIENTES)",Aguascalientes,2027,Calidad Ambiental
1048,"CFE DISTRIBUCIÓN, GERENCIA CENTRO SUR, ZONA ATLACOMULCO, SUBESTACIÓN SAN FRANCISCO DE LOS REYES",Michoacan,2027,Calidad Ambiental
1049,"CFE DISTRIBUCIÓN, GERENCIA BAJÍO, ZONA SAN JUAN DEL RÍO, SUBESTACIÓN CORONEO",Guanajuato,2027,Calidad Ambiental
1050,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TULA, SUBESTACIÓN PARQUE INDUSTRIAL TEPEJI",Hidalgo,2027,Calidad Ambiental
1051,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TULA, SUBESTACIÓN SANTIAGO TLAUTLA",Hidalgo,2027,Calidad Ambiental
1052,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PACHUCA, SUBESTACIÓN HIDALGO",Hidalgo,2027,Calidad Ambiental
1053,"CFE DISTRIBUCIÓN, GERENCIA PENINSULAR, ZONA TIZIMIN, SUBESTACIÓN HOLBOX",Quintana Roo,2027,Calidad Ambiental
1054,"LEONI CABLE, S.A. DE C.V.",Chihuahua,2027,Industria Limpia
1055,"CONVERTORS DE MÉXICO, S. DE R.L. DE C.V. (PLANTA I)",Chihuahua,2027,Industria Limpia
1056,"M&G POLÍMEROS MÉXICO, S.A. DE C.V.",Tamaulipas,2027,Industria Limpia
1057,"INGENIO SAN FRANCISCO AMECA, S.A. DE C.V.",Jalisco,2027,Industria Limpia
1058,"LEAR MEXICAN TRIM OPERATIONS, S. DE R.L DE C.V., PLANTA ASCENSION",Chihuahua,2027,Industria Limpia
1059,"CFE DISTRIBUCIÓN, GERENCIA GOLFO CENTRO, ZONA HUEJUTLA, SUBESTACIONES CRUZ DE ATAQUE Y MOLANGO",Hidalgo,2027,Calidad Ambiental
1060,"CFE DISTRIBUCIÓN, GERENCIA NORTE, ZONA PARRAL, SUBESTACIONES: VILLA LÓPEZ, BOLÍVAR Y SANTIAGO UNO",Chihuahua,2027,Calidad Ambiental
1061,"CFE DISTRIBUCIÓN, GERENCIA NORTE, ZONA DURANGO SUBESTACIONES: CANATLÁN DOS, GUADALUPE VICTORIA UNO Y SANTIAGO PAPASQUIARO",Durango,2027,Calidad Ambiental
1062,"CFE DISTRIBUCIÓN, GERENCIA NORTE, ZONA CHIHUAHUA, SUBESTACIÓN OJINAGA.",Chihuahua,2027,Calidad Ambiental
1063,"FORD MOTOR COMPANY, S.A. DE C.V., PLANTA DE ENSAMBLE DE BATERIAS",Cd. de México / Zmvm,2027,Industria Limpia
1064,"CFE DISTRIBUCIÓN, GERENCIA NORTE, ZONA CUAUHTÉMOC, SUBESTACIÓN NICOLÁS BRAVO",Chihuahua,2027,Calidad Ambiental
1065,"CFE DISTRIBUCIÓN, GERENCIA GOLFO CENTRO, ZONA HUEJUTLA, SUBESTACIÓN HUEJUTLA II.",Hidalgo,2027,Calidad Ambiental
1066,"CFE DISTRIBUCIÓN, GERENCIA GOLFO CENTRO, ZONA TAMPICO, SUBESTACIONES OZULUAMA, NARANJOS, PANUCO Y LINDA VISTA II",Veracruz,2027,Calidad Ambiental
1067,"CFE DISTRIBUCIÓN, GERENCIA NORTE, ZONA DURANGO, SUBESTACIÓN QUINCE DE OCTUBRE",Durango,2027,Calidad Ambiental
1068,"CFE DISTRIBUCIÓN, GERENCIA NORTE, ZONA CHIHUAHUA, SUBESTACIONES: CONCORDIA, TABALAOPA, ALDAMA, CAROLINAS, COMPLEJO INDUSTRIAL, FUENTES MARES, HACIENDAS, OCAMPO, PALOMAR, CHIHUAHUA PLANTA, CHIHUAHUA PONIENTE, NUEVA HOLANDA, OASIS, ROBINSON, TRES HERMANOS Y EL TRÉBOL",Chihuahua,2027,Calidad Ambiental
1069,"MOLINO HARINERO SAN BLAS, S.A. DE C.V.",Puebla,2027,Industria Limpia
1070,"GALLETERA ITALIANA, S.A. DE C.V.",Puebla,2027,Industria Limpia
1071,"USG MÉXICO, S.A. DE C.V., PLANTA PUEBLA",Puebla,2027,Industria Limpia
1072,"RASSINI FRENOS, S.A. DE C.V.",Puebla,2027,Industria Limpia
1073,"AUTOLIV STEERING WHEELS MÉXICO, S. DE R.L. DE C.V. (PLANTA AQW)",Queretaro,2027,Industria Limpia
1074,"MÁS LIMPIO, S.A. DE C.V.",Jalisco,2027,Calidad Ambiental
1075,"LEAR MEXICAN TRIM OPERATIONS, S. DE R.L DE C.V., PLANTA SAN FELIPE",Guanajuato,2027,Industria Limpia
1076,"ALEN DEL NORTE, S.A. DE C.V. (PLANTA QUERÉTARO)",Queretaro,2027,Industria Limpia
1077,"NESTLÉ MÉXICO, S.A. DE C.V. (PLANTA QUERÉTARO)",Queretaro,2027,Industria Limpia
1078,"CFE DISTRIBUCIÓN, GERENCIA BAJÍO, ZONA SALVATIERRA, SUBESTACIONES ACÁMBARO, OJO SECO, URIANGATO, GUARAPO, JARAL DEL PROGRESO, SALVATIERRA Y TARANDACUAO.",Guanajuato,2027,Calidad Ambiental
1079,"ECOFIBRAS PONDEROSA, S.A. DE C.V. (CENTRO DE ACOPIO SAN NICOLAS TEQUISQUIAPAN)",Queretaro,2027,Calidad Ambiental
1080,"OMNILIFE MANUFACTURA, S.A. DE C.V.",Jalisco,2027,Industria Limpia
1081,"CFE GENERACIÓN VI EPS, CENTRAL HIDROELÉCTRICA (ÁNGEL ALBINO CORZO (PEĄITAS))",Chiapas,2027,Industria Limpia
1082,"PETRÓLEOS MEXICANOS (CLÍNICA DE PRIMER NIVEL, CIUDAD DEL CARMEN)",Campeche,2027,Calidad Ambiental
1083,"LEAR ELECTRICAL SYSTEMS DE MÉXICO, S. DE R.L. DE C.V., PLANTA TRIUNFO",Chihuahua,2027,Industria Limpia
1084,"YOLI DE ACAPULCO, S. DE R.L. DE C.V. (PLANTA CAYACO)",Guerrero,2027,Industria Limpia
1085,"SCHWABE MÉXICO, S.A. DE C.V. (PLANTA XOCHITEPEC)",Morelos,2027,Industria Limpia
1086,"CFE DISTRIBUCIÓN, GERENCIA VALLE DE MÉXICO SUR ZONA UNIVERSIDAD SUBESTACIÓN SAN ANDRÉS",Cd. de México / Zmvm,2027,Calidad Ambiental
1087,"HARMAN DE MÉXICO, S. DE R.L. DE C.V. (PLANTA II)",Chihuahua,2027,Industria Limpia
1088,"COMERCIALIZADORA DE LÁCTEOS Y DERIVADOS, S.A. DE C.V. (PLANTA MÉXICO)",Cd. de México / Zmvm,2027,Industria Limpia
1089,"CFE TRANSMISIÓN, GERENCIA ORIENTE, ZONA XALAPA, SUBESTACIÓN CUYOACO MANIOBRAS",Puebla,2027,Calidad Ambiental
1090,"ENVASES UNIVERSALES DE MÉXICO, S.A.P.I. DE C.V. PLANTA MORELIA",Michoacan,2027,Industria Limpia
1091,"PRAXAIR MÉXICO, S. DE R.L. DE C.V. (PLANTA TOLUCA).",México,2027,Industria Limpia
1092,"CERVECERÍA CUAUHTÉMOC MOCTEZUMA, S.A. DE C.V. GUADALAJARA",Jalisco,2027,Industria Limpia
1093,"PROTEÍNA ANIMAL, S.A. DE C.V. (MOLDEADORA)",Jalisco,2027,Industria Limpia
1094,"PROTEÍNA ANIMAL, S.A. DE C.V. (CORRUGADOS)",Jalisco,2027,Industria Limpia
1095,"CFE DISTRIBUCIÓN, GERENCIA BAJÍO, ZONA CELAYA, SUBESTACIONES AMISTAD BAJÍO, APASEO ORIENTE, CELAYA SUR, CORTÁZAR, HACIENDA, APASEO, CELAYA UNO, CELAYA PONIENTE, CHIPILO, DOLORES HIDALGO, FIPE SAN MIGUEL, LA CALIFORNIA, SAN FELIPE, SAN MIGUEL DE ALLENDE Y EMPALME ESCOBEDO",Guanajuato,2027,Calidad Ambiental
1096,"CFE GENERACIÓN II EPS, CENTRAL HIDROELÉCTRICA AGUAMILPA - SOLIDARIDAD",Nayarit,2027,Industria Limpia
1097,"SCHÜTZ ELSA, S.A. DE C.V. (PLANTA TULTITLÁN I)",Cd. de México / Zmvm,2027,Industria Limpia
1098,"CFE GENERACIÓN II EPS, CENTRAL HIDROELÉCTRICA JUMATÁN",Nayarit,2027,Industria Limpia
1099,CFE GENERACIÓN I EPS (CENTRAL HIDROELÉCTRICA COLOTLIPA),Guerrero,2027,Industria Limpia
1100,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA CULIACÁN, SUBESTACIONES CULIACÁN CENTRO, JAIME SEVILLA POYASTRO, TRES RIOS, CULIACÁN ORIENTE, MILENIUM Y CULIACÁN NORTE",Sinaloa,2027,Calidad Ambiental
1101,"CFE DISTRIBUCIÓN, GERENCIA SURESTE, ZONA SAN CRISTÓBAL, SUBESTACIÓN FRONTERA COMALAPA",Chiapas,2027,Calidad Ambiental
1102,"CFE DISTRIBUCIÓN, GERENCIA SURESTE, ZONA TAPACHULA, SUBESTACIONES BELISARIO DOMÍNGUEZ Y TAPACHULA",Chiapas,2027,Calidad Ambiental
1103,"CFE DISTRIBUCIÓN, GERENCIA SURESTE, ZONA LOS RÍOS, SUBESTACIÓN PALENQUE",Chiapas,2027,Calidad Ambiental
1104,"CFE TRANSMISIÓN, GERENCIA ORIENTE, ZONA XALAPA, SUBESTACIÓN MAZATEPEC",Puebla,2027,Calidad Ambiental
1105,"CFE GENERACIÓN I EPS, CENTRAL HIDROELÉCTRICA GRAL. AMBROSIO FIGUEROA ""LA VENTA""",Guerrero,2027,Industria Limpia
1106,"CFE DISTRIBUCIÓN, GERENCIA NORTE, ZONA CASAS GRANDES, SUBESTACIONES LA SALADA, MONTEVERDE Y VADO SANTA MARÍA",Chihuahua,2027,Calidad Ambiental
1107,"CFE DISTRIBUCIÓN, GERENCIA NORTE, ZONA DELICIAS, SUBESTACIÓN KILÓMETRO OCHENTA Y OCHO",Chihuahua,2027,Calidad Ambiental
1108,"CFE DISTRIBUCIÓN, GERENCIA NORTE, ZONA CUAUHTÉMOC, SUBESTACIÓN RUÍZ CORTINES",Chihuahua,2027,Calidad Ambiental
1109,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA GUASAVE, SUBESTACIONES GUASAVE, BAMOA Y SALVADOR ALVARADO",Sinaloa,2027,Calidad Ambiental
1110,"CFE DISTRIBUCIÓN GERENCIA NOROESTE, ZONA MAZATLAN, SUBESTACIONES MAZATLAN NORTE Y VENADILLO",Sinaloa,2027,Calidad Ambiental
1111,"HBPO MÉXICO, S.A. DE C.V., PLANTA PUEBLA",Puebla,2027,Industria Limpia
1112,"PROTEÍNA ANIMAL, S.A. DE C.V. (TERMOFORMADOS)",Jalisco,2027,Industria Limpia
1113,"PROTEÍNA ANIMAL, S.A. DE C.V. (PLANTA DE ALIMENTOS)",Jalisco,2027,Industria Limpia
1114,"PROTEÍNA ANIMAL, S.A. DE C.V. (ADMINISTRACIÓN AMBIENTAL)",Jalisco,2027,Calidad Ambiental
1115,"MULTIPAK, S.A. DE C.V., PLANTA SAN LUIS",San Luis Potosi,2027,Industria Limpia
1116,"BIMBO, S.A. DE C.V. PLANTA MARINELA MÉXICO",Cd. de México / Zmvm,2027,Industria Limpia
1117,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA GUASAVE, SUBESTACIONES HERNANDO VILLAFAĄE Y LEYVA SOLANO",Sinaloa,2027,Calidad Ambiental
1118,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA GUAYMAS, SUBESTACIONES FÁTIMA, EMPALME, MORELOS Y SAN CARLOS",Sonora,2027,Calidad Ambiental
1119,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA OBREGÓN, SUBESTACIONES OBREGÓN UNO Y CIUDAD OBREGÓN DOS",Sonora,2027,Calidad Ambiental
1120,"CONSORCIO INDUSTRIAL MEXICANO DE AUTOPARTES, S. DE R.L. DE C.V., PLANTA RAMOS ARIZPE II",Coahuila,2027,Industria Limpia
1121,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA OBREGÓN SUBESTACIONES VALLE DEL YAQUI, VALLE DEL YAQUI DOS, VICAM Y BANDERAS",Sonora,2027,Calidad Ambiental
1122,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA GUAYMAS, SUBESTACIÓN CENTINELA",Sonora,2027,Calidad Ambiental
1123,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA CABORCA, SUBESTACIONES ANTIMONIO, SAHUARO Y LLANO BLANCO",Sonora,2027,Calidad Ambiental
1124,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA NOGALES, SUBESTACIONES AGUA PRIETA Y NOGALES",Sonora,2027,Calidad Ambiental
1125,"CFE DISTRIBUCIÓN, GERENCIA DE DISTRIBUCIÓN PENINSULAR, ZONA CAMPECHE, SUBESTACIÓN CANDELARIA II",Campeche,2027,Calidad Ambiental
1126,"MULTIPAK, S.A. DE C.V., PLANTA TLAXCALA",Tlaxcala,2027,Industria Limpia
1127,"VIBRACOUSTIC DE MÉXICO, S.A. DE C.V. (PLANTA QUERÉTARO)",Queretaro,2027,Industria Limpia
1128,"COSMETIC COLORS, S.A. DE C.V.",México,2027,Industria Limpia
1129,"AEROPUERTO DE MÉRIDA, S.A. DE C.V.",Yucatán,2027,Calidad Ambiental
1130,"AEROPUERTO DE VILLAHERMOSA, S.A. DE C.V.",Tabasco,2027,Calidad Ambiental
1131,"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S. DE R.L. DE C.V. (PLANTA VI)",Chihuahua,2027,Industria Limpia
1132,"ALEN DEL NORTE, S.A. DE C.V. PLANTA VILLAHERMOSA",Tabasco,2027,Industria Limpia
1133,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA NOGALES, SUBESTACIONES INDUSTRIAL SAN CARLOS Y LUIS DONALDO COLOSIO",Sonora,2027,Calidad Ambiental
1134,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA HERMOSILLO, SUBESTACIONES BAGOTES, HERMOSILLO MISIÓN, HERMOSILLO CERESO, DYNATECH, ROLANDO GARCÍA URREA, HERMOSILLO DOS, HERMOSILLO SEIS, HERMOSILLO SIETE, HERMOSILLO OCHO Y RÍO SONORA",Sonora,2027,Calidad Ambiental
1135,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA HERMOSILLO, SUBESTACIONES HERMOSILLO UNO, OASIS, PARQUE INDUSTRIAL HERMOSILLO NORTE, SUBESTACIÓN SIETE, SUBESTACIÓN DIEZ, COLINAS, SUBESTACIÓN DOS, SANTA INES, SUBESTACIÓN CUATRO Y VIĄEDOS",Sonora,2027,Calidad Ambiental
1136,"CFE DISTRIBUCIÓN, GERENCIA GOLFO CENTRO, ZONA MANTE, SUBESTACIONES AZTECAS, LIBRAMIENTO Y XICOTÉNCATL II",Tamaulipas,2027,Calidad Ambiental
1137,"CFE DISTRIBUCIÓN, GERENCIA GOLFO CENTRO, ZONA VICTORIA, SUBESTACIONES BARRETAL, JIMENEZ, NUEVO SANTANDER Y SOTO LA MARINA",Tamaulipas,2027,Calidad Ambiental
1138,"CFE DISTRIBUCIÓN, GERENCIA GOLFO CENTRO, ZONA VICTORIA, SUBESTACIONES TIERRA NUEVA, VICTORIA Y ESTRELLA",Tamaulipas,2027,Calidad Ambiental
1139,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA HERMOSILLO, SUBESTACIONES PUEBLITOS, PORTALES, QUIROGA, SUBESTACIÓN OCHO, SUBESTACIÓN UNO, BAHÍA KINO, SUBESTACIÓN TRES, SUBESTACIÓN CINCO, SUBESTACIÓN SEIS Y SUBESTACIÓN NUEVE.",Sonora,2027,Calidad Ambiental
1140,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA NOGALES, SUBESTACIÓN NOGALES NORTE.",Sonora,2027,Calidad Ambiental
1141,"MANTENIMIENTO INTEGRAL FINSA, S.A. DE C.V. (PARQUE INDUSTRIAL FINSA PUEBLA i)",Puebla,2027,Calidad Ambiental
1142,"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA JIQUILPAN, SUBESTACIONES JIQUILPAN, SAHUAYO, SAN JOSÉ DE GRACIA, VENUSTIANO CARRANZA.",Michoacan,2027,Calidad Ambiental
1143,"KIRCHHOFF AUTOMOTIVE MÉXICO, S.A. DE C.V.",Queretaro,2027,Industria Limpia
1144,"AS MAQUILA MÉXICO, S. DE R.L. DE C.V. (PLANTA AGUASCALIENTES)",Aguascalientes,2027,Industria Limpia
1145,"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA ZACAPU SUBESTACIONES ANGAMACUTIRO DOS, PURÚANDIRO, VILLA JIMÉNEZ Y ZACAPU",Michoacan,2027,Calidad Ambiental
1146,TRIBUNAL ELECTORAL DEL PODER JUDICIAL DE LA FEDERACIÓN (SALA REGIONAL GUADALAJARA),Jalisco,2027,Calidad Ambiental
1147,"GEN INDUSTRIAL S.A. DE C.V., CARP AGUASCALIENTES",Aguascalientes,2027,Calidad Ambiental
1148,"OPERADORA DE HOSPITALES ÁNGELES, S.A. DE C.V., SUCURSAL LOMAS",Cd. de México / Zmvm,2027,Calidad Ambiental
1149,"ELECTRICIDAD SOL DE TUXPAN, S. DE R.L. DE C.V. CENTRAL DE CICLO COMBINADO TUXPAN V, (EST)",Veracruz,2027,Industria Limpia
1150,"IBERDROLA RENOVABLES NOROESTE, S.A. DE C.V.",Sonora,2027,Industria Limpia
1151,"AMIGOS DEL DESIERTO DE COAHUILA, A.C.",Coahuila,2027,Calidad Ambiental Turistica
1152,"SERVICIO NACIONAL DE SANIDAD, INOCUIDAD Y CALIDAD AGROALIMENTARIA ""PLANTA CRÍA ESTERILIZACIÓN DE MOSCAS DE LA FRUTA Y PARASITOIDES (MOSCAFRUT)",Chiapas,2027,Industria Limpia
1153,"NOVA PACK, S.A. DE C.V.",Morelos,2027,Industria Limpia
1154,CFE GENERACIÓN I EPS SISTEMA HIDROELÉCTRICO MIGUEL ALEMAN C.H. SANTA BÁRBARA/C.H.TINGAMBATO,México,2027,Industria Limpia
1155,"FOL-MEX, S.A. DE C.V.",Cd. de México / Zmvm,2027,Industria Limpia
1156,"MANTENIMIENTO INTEGRAL FINSA, S.A. DE C.V. (PARQUE INDUSTRIAL FINSA NUEVO LAREDO)",Tamaulipas,2027,Calidad Ambiental
1157,"CONSORCIO INDUSTRIAL MEXICANO DE AUTOPARTES, S. DE R.L. DE C.V., PLANTA HERMOSILLO",Sonora,2027,Industria Limpia
1158,"TECNOLOGÍA DE MOCIÓN CONTROLADA, S. DE R.L. DE C.V.",Chihuahua,2027,Industria Limpia
1159,"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA APATZINGÁN, SUBESTACIONES ANTÚNEZ, APATZINGÁN, INGUARÁN, LA HUACANA, LOMBARDIA, NUEVA ITALIA, PRADERA, TEPALCATEPEC, VALLE VERDE.",Michoacan,2027,Calidad Ambiental
1160,"FRITOS TOTIS, S.A. DE C.V. (PLANTA UNO)",Hidalgo,2027,Industria Limpia
1161,"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA URUAPAN, SUBESTACIONES CHARAPÁN, CONDEMBARO, LA ESPERANZA, MIRADOR, PARACHO DOS, TARETÁN, URUAPAN TRES.",Michoacan,2027,Calidad Ambiental
1162,"AEROPUERTO DE MAZATLÁN, S.A. DE C.V.",Sinaloa,2027,Calidad Ambiental
1163,"COMERCIALIZADORA LA JUNTA, S.A. DE C.V.",Colima,2027,Calidad Ambiental
1164,"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA APATZINGÁN, SUBESTACIONES COALCOMÁN, CRUCERO, DESCANSADERO, PINZÁNDARO.",Michoacan,2027,Calidad Ambiental
1165,ABB ELECTRICAL CONTROL SYSTEMS S. DE R.L. DE C.V. PLANTA NOGALES,Sonora,2027,Industria Limpia
